Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
Campaña Ironman Castilla EU4 1444 - 1454,30,0.79,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,174.2,0.0,10.0
Tribus Cherokee #13,30,1.01,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,0.0,0.0
ARK SEASON 2017 #6 - 1 VS 1 AND BAIT,30,0.6,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,0.0
Esparta #13 - Capitán de mar y Side,30,0.78,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Empire TW España Darthmod ep. 3,29,3.13,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,29.0
Buena partida LoL 8,29,1.8,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
LoL Highlights Today ep. 6 - Big plays,29,1.35,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Lol Hightlights Today ep. 7 - Here we come,29,1.57,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Esparta #33 - Apolonia semper fidelis,29,0.94,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Esparta #15 - Egipto es faraónica,29,1.01,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Official Team Gainz Two - Worlds Cup Day 4,29,0.93,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,29.0
Empire TW España Darthmod ep. 12,29,1.24,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
Esparta #10 - Pérdidas y futuro incierto,29,0.86,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Esparta #50,29,1.69,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,0.0,0.0
58ª partida League of Legends - Orianna vs Ahri,29,0.38,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Con el equipo LoL 2,28,1.18,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
It was an epic save - LoL in 2015,28,1.42,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
Empire TW España Darthmod ep. 5,28,3.0,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
Garen gameplay 5/5,28,1.41,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Esparta #39,28,1.09,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,-14.0,28.0
47ª partida League of Legends - BEST WOMBO COMBO EUW (20:10),28,0.98,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,28.0
World of Warships #3 Disfrutando y aprendiendo una vez más del juego,28,1.1,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,0.0,28.0
Lol Highlights Today ep. 12 - Chop we will remember you,28,1.44,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,28.333333333333332,-28.0,0.0
Esparta #21- Side y Pesino queridas,28,0.89,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,14.0
Esparta #30 - Batalla de Oasis y aguante de Delminio,28,0.96,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Mario intentando jugar al War Thunder con mis nefastos tanques alemanes,28,0.97,1.2,1.21214,242.6,0.9960000000000001,93.2,0.0,1145.3,0.0,0.0
"JHIN, YOU ARE NOT THE ONLY FLOWER",27,1.84,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Montxo KS - LoL in 2015,27,1.38,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
Dr. Mundo vs Dr. Mundo contra Sirgio,27,0.31,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Napoleón TW España 37 - Batalla por Viena,27,3.21,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,27.0,0.0
Orianna dodges everything - One Hand Mode,27,1.76,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,27.0
NICE BUG,27,0.48,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
LoL 67 PARTIDA BLUE CON MONTZYZZ + REGALO Y 1VS1 (36:23),27,0.63,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
30ª partida League of Legends - Lulu free elo,27,3.33,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,27.0
Garen gameplay 1/5,27,1.39,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Buen early Pantheon LoL 10,27,0.95,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Jugada de Lee Sin (Zr Mbaka) - Aprovechando el parón en el LOL,27,2.15,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Ranked Placement LoL 27,26,0.68,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,26.0
Intento de aterrizar en un portaaviones 2 ¡Conseguido!,26,0.71,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,0.0,0.0
Knock up Alistar - TEAM GAINZ [TG] - LoL #73,26,0.84,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Esparta #43,26,0.87,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,0.0,0.0
5 SKT Telecom plays - LoL in 2015,26,1.09,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,-26.0,0.0
STAR WARS BATTLEFRONT #2 ||| VAMOS MEJORANDO,25,0.0,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,1145.3,0.0,8.333333333333334
"39ª partida League of Legends - Final Destroyer LoL (5:28,23:04, 29:38)",25,0.43,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Esparta #27 - Mi preciosa Palmira,25,0.65,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
LoL 60 - FIRST TIME LEE SIN,25,0.38,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
LoL Highlights Today ep. 10 - Sion support 3 ft. Santanita,25,0.61,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,28.333333333333332,0.0,25.0
How to Varus Support like Keria T1 LoL Season 2023,25,1.01,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,25.0,0.0
One For All Thresh 2 - League of Legends #72,25,0.84,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
